teks-kmeans,label,label-klaster,label-aspek,skor-label-aspek-aktual
jujur alas jahat alas capek orang modal lurah riwayat hidup,Negatif,3,Kepuasan Kerja,1
teman gaji lumayan alas lingkung cari coba pengin,Negatif,0,Kompensasi,0
alas turun lapang kadang malam lepas gaji pulang malam gaji standar keluh astagfirullah,Negatif,0,Kompensasi,0
teman angkat alas sedih bikin menang rekan teman angkat sedih,Negatif,0,Hubungan,3
tolong kasih alas cocok kosmetik mall capek banget,Netral,0,Kepuasan Kerja,1
sampah staff acah masuk alas gaji berkat kena,Negatif,0,Kompensasi,0
benci banget kantor marah akal bikin mental tahan jahat sesal banget alhamdulillah,Positif,1,Kompensasi,0
usaha kaca lahir sedia ruang laktasi busui fleksibel busui perah jelek karyawan kecuali lembur,Positif,0,Kompensasi,0
sehat mental miskin duit miskin mental,Negatif,1,Kompensasi,0
alas malas pulkam ketemu tante kakak sepupu pokok anggota keluarga bagus kemarin lihat susah pandemi sabar sabar,Netral,0,Kompensasi,0
suka duka beban kolega gampang kabur kerikil permisif cari jahat salah ambil cuti salah,Negatif,3,Kompensasi,0
manager pecat nyata busuk kirim lebay gaji tarik usaha,Negatif,0,Kompensasi,0
bidang minat suka pergi menang ambil putus henti tawar bonus,Negatif,0,Kompensasi,0
jujur dengar orang alas bosan lingkung gaji pengin lempar,Negatif,0,Kompensasi,0
jahat rubah darah daging pilih,Negatif,3,Kompensasi,0
efek gaji tingkat suka usaha daya tawar orang langsung ganti bisnis gerak cepat alas,Positif,0,Kompensasi,0
alas kawan tawar loker mundur gaji pokok pagi pulang malam lembur partner jahat parah wajar,Negatif,0,Kompensasi,0
mbak alam mending mundur sehat mental gaji pangkat hancur mental bikin hancur tuju gaji mental,Negatif,1,Kompensasi,0
tiada gaji urus beban wang sehat rupa faktor henti,Negatif,0,Kompensasi,0
utama alas gaji rekan laku kayak tahi,Negatif,0,Kompensasi,0
nekad jahat teman kantor suportif budak sistem kantor hancur hasil kesel uang kantor tolong,Negatif,3,Hubungan,3
alas jarak gaji,Netral,0,Kompensasi,0
alas palsu alas asli gaji banding banget sistem jahat,Netral,0,Kompensasi,0
wawancara usaha alas finansial gaji etis,Negatif,0,Kompensasi,0
lembur mesti rawat rumkit lelah kronis tipes teman bawa suka turun jabat sakit pilih auto kelimpungan,Negatif,0,Kepuasan Kerja,1
lolos rekan alas jujur butuh saran terima kasih,Negatif,0,Hubungan,3
alas keren capek gaji,Negatif,0,Kompensasi,0
alas gaji sesuai cepat posisi,Positif,0,Kompensasi,0
rencana gaji signifikan beban lembur bayar alas jelek usaha,Negatif,0,Kompensasi,0
sayang mental lingkung jahat over lembur bayar urus kantor agustus januari tabung,Netral,1,Kompensasi,0
gaji bonus kuat tinggal cari habis situ jerih payah usaha pandang belah mata,Negatif,0,Kompensasi,0
alas salah gaji kontribusi uang keluarga alas terima sang direktur peduli keluarga peduli usaha pergi,Positif,0,Kompensasi,0
lambat insentif gaji pegawai utama nakes paksa,Negatif,0,Kompensasi,0
stres lepas tengok nyawa sikit cakap hadap hadap paksa,Negatif,1,Kepuasan Kerja,1
teman manager pandemi tahan karyawan pikir karyawan rumah mending tutup gaji asih,Positif,0,Kompensasi,0
suasana kantor enak jahat rekan tahan butuh duit pahit,Negatif,3,Hubungan,3
usaha capek gaji besok masuk langsung gaji,Negatif,0,Kompensasi,0
stres situ fikir duit kalis jahat stres baca seronok,Negatif,1,Kepuasan Kerja,1
nyaman banget cocok lingkung gaji putus korea niat libur cari korona dasar menang,Positif,0,Kompensasi,0
alas lingkung jahat lingkung bagus jahat bagus keteter rumah mahal over stres,Negatif,1,Kepuasan Kerja,1
jaman pakai alas mental adaptasi lingkung inti lingkung paham,Negatif,1,Kompensasi,0
bayar juta begadang tidur come,Netral,0,Kompensasi,0
mbak rasai posisi capek capek capek lingkung jahat banget kontrak pinalti uang keluarga orang sayang,Negatif,3,Kepuasan Kerja,1
bagus jahat mudah cakap,Negatif,3,Kompensasi,0
orang lingkung jahat kayak langkah percaya enak alam pribadi,Negatif,3,Kompensasi,0
ambil kena kantor alas kantor lingkung jahat gaji alokasi uang tahan kenal putus pilih,Negatif,0,Kompensasi,0
minggu sombong gara-gara sarjana lulus coba bangun komunikasi jelek teman cepu bodo sehat jiwa kayak robot,Negatif,0,Hubungan,3
auto kafir shalat jumat barista restoran jepang mall tempel hotel mewah shalat jumat makan siang tinggal meja lantar,Negatif,0,Kompensasi,0
kadang orang luah stres penat syukur ramai kadang luah pakai,Negatif,1,Kepuasan Kerja,1
sebel orang selesai potensi ketemu orang sikap hadap ajar kembang interpersonal,Negatif,2,Aktualisasi,2
kaget banget mantan senior salah gara orang jahat banget marah suka grup situ intern grafis,Negatif,3,Kompensasi,0
teman rsud jawa jawa alas gaji sesuai beban sulit dokter dikit perata dokter problem,Negatif,0,Kompensasi,0
indra orang alas kena lingkung jahat rendah orang heran banget lambe,Negatif,3,Kompensasi,0
ramai henti gaji harga kawan jahat beban repek kebaji abai,Negatif,0,Kompensasi,0
cakap surat tempoh moga bantu,Positif,0,Kompensasi,0
alas kasih kagak lembur tugas manager,Negatif,0,Kompensasi,0
nyata orang lingkung jahat bayang parah cerita mbak nyata,Negatif,3,Kompensasi,0
istirahat duduk komputer kuat tahan lapar pusing takut orang,Negatif,3,Kompensasi,0
jahat kantor,Negatif,3,Kompensasi,0
alas usaha rekan,Negatif,0,Hubungan,3
prediksi tutup pecat total alas zona nyaman tolak lembur revolusi,Negatif,0,Kompensasi,0
habis gaji,Negatif,0,Kompensasi,0
karyawan gaji gaji gaji bikin resah paket jahat ganti lingkung asik,Positif,0,Kompensasi,0
ramai henti gaji harga kawan jahat beban repek kebaji abai,Negatif,0,Kompensasi,0
gaji gaji gaji nilai bayar,Negatif,0,Kompensasi,0
jumpa jahat,Negatif,3,Kompensasi,0
masak kasir tamu gaji juta duduk sebentar istirahat manja,Negatif,0,Kompensasi,0
alas gaji banding beban,Negatif,0,Kompensasi,0
solusi hadap lingkung jahat solusi cari bagus cari lingkung cocok gampang bekal,Negatif,3,Kompensasi,0
pengin alas gaji duit gilir susah bayar,Negatif,0,Kompensasi,0
gaji partner jahat masuk akal alas partner enak,Negatif,0,Kompensasi,0
gaji alas orang pribadi julid dendam bingung,Negatif,0,Kompensasi,0
undang sabtu kondisi alas alas gaji,Netral,0,Kompensasi,0
alas cocok staf kontrak bilang alas alas peluang,Negatif,0,Kompensasi,0
lingkung gaji jenis alas biar terima,Positif,0,Kompensasi,0
alas susah target gaji minim jujur usaha lamar,Negatif,0,Kompensasi,0
pengin alas teman kantor jahat serba salah,Negatif,3,Hubungan,3
pergi gaji karut ungkit jahat,Negatif,0,Kompensasi,0
kayak alas rekan suportif,Negatif,0,Hubungan,3
ramai henti gaji harga kawan jahat beban,Negatif,0,Kompensasi,0
paksa gaji bayar,Negatif,0,Kompensasi,0
alas masuk akal kadang tuntut loyalitas hitung lembur,Netral,0,Kompensasi,0
gaji gaji pakai,Negatif,0,Kompensasi,0
salah alas kantor lingkung jahat sakit mental bahan guyon divisi kantor ning suruh pakai bolpoin mata diam,Negatif,3,Kompensasi,0
september kemarin jahat kantor kantor senang banget banget banget menang,Positif,3,Kompensasi,0
tidur total laku stop bilang pengin alas capek,Negatif,0,Kepuasan Kerja,1
alas mental buruk kena penalti surat terang dokter rehat penalti banget juta banget balas,Positif,0,Kompensasi,0
alas tawar gaji kultur koneksi potensi kembang potensi laku alas orang betah,Positif,2,Kompensasi,0
tingkat iring harap syarikat sistem gaji sesuai gaji,Positif,0,Kompensasi,0
telusur bayar lingkung jahat bagus paksa tahan keburu depresi anak orang,Negatif,3,Kompensasi,0
alas masuk akal kadang tuntut loyalitas hitung lembur,Netral,0,Kompensasi,0
problem kena tolak gaji maki allah plan alhamdulillah,Negatif,0,Kompensasi,0
salah kuasa otak soak karyawan negosiasi gaji mandiri jejak nilai nilai tawar jual,Positif,0,Kompensasi,0
alas jujur target gaji terima tawar kuat alas usaha mending kayak,Negatif,0,Kompensasi,0
cewek gaji jakarta gaji juta dapur listrik gaji juta alas bosan,Positif,0,Kompensasi,0
kena henti dorang stres peras ramai benda henti,Negatif,1,Kepuasan Kerja,1
cowok malas posisi jabat berat pilih alas pusing kayak malas gaji,Negatif,0,Kompensasi,0
gaji alas orang pribadi julid dendam bingung,Negatif,0,Kompensasi,0
cewek saran alas lingkung jahat beban bikin kuat terima,Negatif,3,Kompensasi,0
libur gaji tunggu juta cari penjara kayak orang,Negatif,0,Kompensasi,0
alam maksud kutu loncat alas usaha kantor gulung tikar alas kantor cocok gaji,Positif,0,Kompensasi,0
buka negoisasi gaji laku usaha bilang gaji usaha erti,Negatif,0,Kompensasi,0
tingkat iring harap syarikat sistem gaji sesuai gaji,Positif,0,Kompensasi,0
gejolak hati pikir butuh duit tahan stres mental utama dana darurat beban keluarga cari mudah,Negatif,1,Kepuasan Kerja,1
acapkali arah tulis surat utara alami ketidakpuasan hati hadap skop jadual bayar gaji janji turun pangkat,Negatif,0,Kompensasi,0
inti nyaman lingkung laku beda rekan hasil tekan,Positif,3,Hubungan,3
mental hadap subang jaya jalan kebun badan letih anak anak layan hara sepah depa hadap cari,Negatif,1,Kompensasi,0
tingkat iring harap syarikat sistem gaji sesuai gaji,Positif,0,Kompensasi,0
minggu lancar kantor enak banget gaji jarak moga putus,Positif,0,Kompensasi,0
tingkat iring harap syarikat sistem gaji sesuai gaji,Positif,0,Kompensasi,0
contoh surat bahasa bahasa melayu kawan kawan,Negatif,0,Kompensasi,0
jawat awam putus henti nasihat henti alas sayang jamin takut niaga,Negatif,0,Kompensasi,0
jaman konten alas personal banget publik kecuali rawan,Negatif,0,Kompensasi,0
nyata lingkung jahat alas beliau cocok usaha fokus studi kontrak wajar hitung,Positif,3,Kompensasi,0
putus gaji rendah ganti mental sehat tingkat stres kendali temu keluarga damping tumbuh kembang buah salah putus bijak hidup,Netral,1,Kompensasi,0
staff bilang hati makan usaha coba cari susah jaman kayak dasar syukur entar,Negatif,0,Kompensasi,0
ramai cakap zone gain basic bosan contoh pasal gaji pasal suka takut,Negatif,0,Kompensasi,0
gaji orang kena orang wajib bayar gaji,Negatif,0,Kompensasi,0
cakap pahit teruk kedekut gaji buruk contoh alas henti,Negatif,0,Kompensasi,0
cewek surat kasar lembur bayar bonus juta mending ikhlas tagih,Negatif,0,Kompensasi,0
alas lamar kembang peduli kembang lihat tenang lihat loyal pengin ganti penuh,Positif,2,Aktualisasi,2
orang luah stres penat syukur ramai kadang kadang luah pakai,Negatif,1,Kepuasan Kerja,1
capek banget orang jahat salah alas pengin cepat,Netral,3,Kepuasan Kerja,1
putus cowok kenal kemarin hidup niat kembang alas nyata,Positif,2,Aktualisasi,2
orang cocok nyaman jahat beda visi mudah bilang cicil kudu lunas butuh anggota keluarga semangat juang rupiah,Negatif,3,Kompensasi,0
siang obrol teman alas alas tahan mbak kantor ajar kantor relasi batas rekan,Negatif,0,Hubungan,3
karyawan habis susah beritahu alas habis bentak cari kembang,Negatif,2,Aktualisasi,2
ramai henti gaji harga kawan jahat beban repek kebaji abai,Negatif,0,Kompensasi,0
orang perihal teman kantor jahat tinggal nyata gampang ketemu sindir stres banget anjir stres,Negatif,1,Kepuasan Kerja,1
tanda patut stres lampau mental mahal gaji keliling orang jahat kaki jilat gaji kedekut,Negatif,1,Kompensasi,0
nyokap alas percaya minum tidur sakit kepala bikin stres selesai cerita,Negatif,1,Kepuasan Kerja,1
prambanan jujur plan alas lembur pengin gaji potong bpjs,Negatif,0,Kompensasi,0
aman bilang alas cocok lingkung alas jujur gaji gaji,Positif,0,Kompensasi,0
bilang kesan klise banget alas anggap adek anggap adek doang,Positif,0,Kompensasi,0
genap jahat habis modal modal modal duduk sesak,Negatif,3,Kompensasi,0
hantar surat start orang dengar majikan koyak jahat,Negatif,3,Kompensasi,0
habis tolak alas nasib omset cabang pegang sender capek banget cabang penuh orang jahat gaji pokok sender omset,Negatif,0,Kompensasi,0
semangat anak lingkung jahat alas,Negatif,3,Kompensasi,0
coba lihat pesan situ uang cerita usaha,Negatif,0,Kompensasi,0
sebel gaji telat sebel lihat karyawan gaji telat pakai alas enak telat ambil cuti atur,Negatif,0,Kompensasi,0
minggu tuan putri labu bikin salah alas daerah blok,Negatif,0,Kompensasi,0
alas lingkung jahat bilang lingkung maksud bohong,Negatif,3,Kompensasi,0
henti syarikat gaji salah sesuai sekira,Negatif,0,Kompensasi,0
masuk galau tinggal anak lihat orang orang banget lihat kembang anak menang lihat moga paham alas,Positif,2,Aktualisasi,2
karyawan pola pikir maaf rumah kapai daftar rumah kemarin terima gaji,Positif,0,Kompensasi,0
pengin butuh uang alas capek anak jaman,Negatif,0,Kepuasan Kerja,1
konon pakai alas lepas gaji pangkat manager suruh masuk alas,Negatif,0,Kompensasi,0
istirahat rupa rupa istirahat bebas pakai kapai langgar hukum atur internal usaha bayar sangon,Negatif,0,Kompensasi,0
alas salah tidur beranta gaji minus potong,Negatif,0,Kompensasi,0
tipe masuk alas lingkung jahat,Negatif,3,Kompensasi,0
gaji alas enak,Netral,0,Kompensasi,0
kawan budak gaji alas kursus pergi kursus kepala,Negatif,0,Kompensasi,0
marah kecewa pasang kuat lamar terima tolak gaji terima gaji,Positif,0,Kompensasi,0
alas usaha sabtu cari senin jumat,Negatif,0,Kompensasi,0
gaji ambil tawar alas kontrak pinalti,Negatif,0,Kompensasi,0
halo sender kantor alhamdulillah langsung gaji kantor menang hasil,Positif,0,Kompensasi,0
karyawan habis gaji henti kali karyawan alas klasik salah,Positif,0,Kompensasi,0
halo kontrak izin alas lingkung jahat ganti bagus,Negatif,3,Kompensasi,0
cewek gaji nekat ganti fase capek banget gaji juta,Positif,0,Kompensasi,0
paksa modern bebas undur tunggu anggap tahan usaha wajib asih makan siang lembur minggu kasih kompensasi libur atur negeri manusiawi banding atur,Negatif,0,Kompensasi,0
kantor bagus banget enak kompak jahat gaji seret karir kembang situ alas teman enak cari kayak,Negatif,2,Kompensasi,0
kakak sender banget gaji slip gaji potong jamsostek saldo kantor bilang arti bpjs gaji kakak sender sedih banget,Positif,0,Kompensasi,0
lingkung enak gaji sedih banget paksa gaji butuh,Negatif,0,Kompensasi,0
gaji telat telat,Negatif,0,Kompensasi,0
guru gaji administrasi murid nakal wali murid rekan guru jahat,Positif,0,Kompensasi,0
cewek gaji putus libur gaji juta jujur badan toleransi,Positif,0,Kompensasi,0
alas klasik lingkung jahat jahat gaji cari alas bohong jujur tahan gaji,Negatif,0,Kompensasi,0
sayang jahat sedih,Negatif,3,Kompensasi,0
gara-gara rekan jahat susah ajak kerjasama tingkat hati banget hubung jujur alas pakai alas,Negatif,0,Hubungan,3
gaji gara-gara susah cuti libur ganggu syarat gaji cuti ganggu,Negatif,0,Kompensasi,0
wajar sedih alas utama lingkung jahat atur istirahat makan menit langsung salah mohon masuk,Negatif,3,Kompensasi,0
cari duit cari jenjang karir duit kayak sender alas normal gaji pikir tenang,Negatif,0,Kompensasi,0
tanda timbang kronis beranta lingkung rekan jahat kembang usaha jalan,Negatif,2,Aktualisasi,2
alas bikin gaji jahat sesuai minat bahas versi hasil riset,Positif,0,Kompensasi,0
tuju habis lulus cari gaji langsung minimal cari alam alas coba betah,Negatif,0,Kompensasi,0
usaha atur suka suka manager atur karyawan karyawan izin sakit dokter gaji desember,Negatif,0,Kompensasi,0
henti komitmen dana cemas utama komitmen alas fikir,Negatif,0,Kompensasi,0
coba alas pulang gaji tuntut rendah kayak,Negatif,0,Kompensasi,0
pilih tahan capek muak stres beban gaji timbang semangat peluk,Negatif,1,Kepuasan Kerja,1
orang gaji rendah orang teruk gaji gaji,Negatif,0,Kompensasi,0
orang terima tawar rana tawar bagus orang rana manusia bagus jahat jahat gaji,Negatif,3,Kompensasi,0
ramai gaji harga jahat beban repek kebaji abai,Negatif,0,Kompensasi,0
ganti beda situ upah lembur gaji bpjs parkir bayar jarak tempuh ijin tunjang cair,Netral,0,Kompensasi,0
alas terang alternatif lingkung jahat cari lingkung dukung kembang tumbuh kembang profesional,Positif,2,Aktualisasi,2
capek alas jahat cari muka domba sadar kayak,Negatif,3,Kepuasan Kerja,1
mending mental aman cadang cari gaji mental jiwa raga tekan,Negatif,1,Kompensasi,0
april kemarin alas sepeda keliling indonesia timur barusan banget telpon kepala toko gaji masuk pesan selesai jalan,Netral,0,Kompensasi,0
alas rencana gaji rencana cari minimal suka,Negatif,0,Kompensasi,0
rumah admin data dada gaji suruh lantai angkat jemur jaga bayi utama bilang mental lemah,Negatif,0,Kompensasi,0
rekan surabaya tawar alas keluarga,Negatif,0,Hubungan,3
ramai gaji harga kawan jahat susah situ repek kebaji abai jaga anak jaga sehat,Negatif,0,Kompensasi,0
gedik gedik buka staff bayar alas bayar gaji minggu bayar staff suara hantar surat saman bodoh,Netral,0,Kompensasi,0
orang kantor niat masuk alas sakit mending imbas kasihan sakit kena potong sakit kadang rekan jabat kayak sampah bawa virus banget,Negatif,0,Aktualisasi,2
alas biar kondisi kantor bikin jahat manusia ubah lingkung dukung kriminal timbang lihat jahat,Positif,3,Hubungan,3
bilang alas kuliah alas kuliah gila rodi istirahat mending duduk komputer,Negatif,0,Kompensasi,0
maaf bingung alas gaji sesuai bingung pikir alas saran alas,Negatif,0,Kompensasi,0
alas jahat milik jaga profesionalisme positif bicara kembang ajar cari tantang,Negatif,2,Aktualisasi,2
malas gila gila alas pakai stres,Negatif,1,Kepuasan Kerja,1
terima langsung suruh banget tunggu proses banget allah nama alas gaji habis catat nomor,Positif,0,Kompensasi,0
tabiat usaha kali alas bagus gaji omong jelek jelek usaha,Negatif,0,Kompensasi,0
alas masuk akal jaman,Negatif,0,Kompensasi,0
alas gaji mantap fleksibel inti uang mantap,Positif,0,Kompensasi,0
alas kuliah,Negatif,0,Kompensasi,0
alas rekan rekan bocor alias suka,Negatif,0,Hubungan,3
lingkung jahat entar alas gara-gara karyawan lebar,Negatif,3,Kompensasi,0
jahat banget teman gaji alas penuh fakta lapang maksimal pulang gila gaji minim sulit,Negatif,0,Kompensasi,0
tolong resmi bank swasta lolos gaji moga putus karir riba,Netral,0,Kompensasi,0
kantor kali alas kawan kantor jahat terima kantor kali mesti kaca jahat,Negatif,3,Kompensasi,0
gaji banget biar jomplang rasai gaji kabur,Positif,0,Kompensasi,0
alas terima kantor kantor telat bayar gaji kantor ganti sulit kasih alas situ kembang,Positif,2,Kompensasi,0
cewek lingkung jahat kaya manusia kayak gaji salah bahasa binatang pusing cewek aduh putus,Negatif,0,Kompensasi,0
tetiba alas mesti jaga cucu anak terima banget hitung gaji suami bilang gaji penuh bersih untung suami hilang,Negatif,0,Kompensasi,0
banget coba kenal alam alas terima cerita alam capai alas,Netral,0,Kompensasi,0
alas jahat uang lembur kena potong tanggal merah kena potong,Negatif,0,Kompensasi,0
niat ijin gaji alas capek kasih fasilitas kamar bobo alas asli ipar nafkah masak alas,Negatif,0,Kompensasi,0
alas tindak laku cari alam cari peluang sesuai tuju karir ahli kembang,Netral,2,Aktualisasi,2
cari ganti kaya usaha cari orang gaji kadang uang makan tunjang gaji,Negatif,0,Kompensasi,0
alas usaha bilang usaha bohong usaha gaji alam,Negatif,0,Kompensasi,0
undang jujur tolong kasih referensi alas over,Negatif,0,Kompensasi,0
cewek gaji gaji gaji tara anak langsung,Negatif,0,Kompensasi,0
cewek gaji alas gaji butuh apresiasi tugas undang seleksi,Negatif,0,Kompensasi,0
putus lingkung nyaman jenjang karir gaji jenuh banget kayak karyawan nyokap tuju takut,Positif,0,Kompensasi,0
habis kontrak gaji mudah percaya gaji bentuk tulis kontrak ikat,Positif,0,Kompensasi,0
kembang modal kota ambil alas visa negara,Negatif,2,Aktualisasi,2
arti tahan lingkung jahat faktor gaji tekan keluarga janji,Negatif,3,Kompensasi,0
konten kreator guru alas lingkung jahat nyata lingkung jahat akibat ulah,Negatif,3,Kompensasi,0
pandemik bayar gaji selesa relaks fikir henti henti pandemik benda henti,Negatif,0,Kompensasi,0
gaji cepat,Netral,0,Kompensasi,0
pilih salah harga level tutup bawa gerbong rombong manjur pakai,Negatif,0,Kompensasi,0
jamin aman terima sesuai lolos alam tinggal nyaman usaha enak,Netral,0,Kompensasi,0
lompat mesti benda bagus sesuai gaji baca,Netral,0,Kompensasi,0
arti enak pikir ayam sayur sesuai koridor kantor,Negatif,0,Kompensasi,0
enak ajar tumbuh serve pulang gaji pikir robot,Netral,0,Kompensasi,0
ubah mentalitas malu telat wajib acara kantor urus pribadi debat manusia salah,Negatif,0,Kompensasi,0
bangun pagi semangat pergi tepu rutin gain mati situ gaji timpal,Netral,0,Kompensasi,0
standar gaji gaji pintar,Negatif,0,Kompensasi,0
tukar perkara sedia gaji rendah pasal jawat kembang resume sedia tukar,Netral,2,Kompensasi,0
efek gaji tingkat suka usaha daya tawar orang langsung ganti bisnis gerak cepat alas,Positif,0,Kompensasi,0
kembang karir hasil sesuai harap faktur utama tahan perut hati otak,Positif,2,Aktualisasi,2
efek gaji tingkat suka usaha daya tawar orang langsung ganti bisnis gerak cepat alas,Positif,0,Kompensasi,0
negatif marah malas pergi teruk kaki bawang kipas gaji kaki bawang ubah perangai orang,Negatif,0,Kompensasi,0
hubung artikel rencana asih lindung karyawan hubung komunikasi sehat mental,Negatif,1,Kompensasi,0
alas urgen tawar jahat orang loyal terima usaha kutu loncat,Negatif,0,Kompensasi,0
kenal start kondisi mental pengaruh fisik kena parah rawat inap operasi putus gaji alas pengin hidup mbak,Negatif,0,Kompensasi,0
tukar perkara sedia gaji rendah pasal jawat kembang resume sedia tukar,Netral,2,Kompensasi,0
nyata posisi gambar kursi pengaruh banget semenjak meja kasur jatuh kayak leseh ganti kursi sakit pinggang,Negatif,0,Hubungan,3
dosa banget tali silaturahmi teman jahat bawa pengaruh buruk putus kontak,Negatif,3,Hubungan,3
tiada gaji urus beban wang sehat rupa faktor henti,Negatif,0,Kompensasi,0
stres situ fikir duit kalis jahat stres baca seronok,Negatif,1,Kepuasan Kerja,1
rekomendasi managemen pasar salah bidang milik pengaruh usaha rekan kasih,Negatif,0,Hubungan,3
loyalitas hasil sesuai tawar gaji bangun sulit kembang,Positif,2,Kompensasi,0
bang jakarta bogor kantor kondisi jakarta bikin stres banget beda tinggal kantor kantor tinggal pengaruh,Negatif,1,Kepuasan Kerja,1
alas lingkung jahat lingkung bagus jahat bagus keteter rumah mahal over stres,Negatif,1,Kepuasan Kerja,1
ganggu jabat hormat rehat komunikasi tempoh akta sekira majikan bayar,Negatif,0,Aktualisasi,2
peran milik andil karyawan latar kuat orang gaji gain koneksi bikin kena sasar,Negatif,0,Kompensasi,0
pinda akta september cuti salin cuti kena ambil,Negatif,0,Kompensasi,0
cipta omnibus jalan capai oktober tingkat tajam omnibus sejati cipta negara oligarki mudah sangon upah murah privatisasi hubung buruh,Negatif,0,Kompensasi,0
ramai henti gaji harga kawan jahat beban repek kebaji abai,Negatif,0,Kompensasi,0
jahat kantor,Negatif,3,Kompensasi,0
jurnal riset korelasi jarak tempuh tingkat stres pegawai hasil korelasi positif komuter rentan hadap stres psikis,Negatif,1,Kepuasan Kerja,1
kantor bikin gaji cepat strategi jangka buah utas perspektif usaha hadap,Positif,0,Kompensasi,0
gaji bawa pulang gaji doang anak muda rugi usaha bawa pulang monitor inventaris kantor biar untung,Negatif,0,Kompensasi,0
minggu september pinda akta kenal atur fleksibel mohon rumah situasi desak,Negatif,0,Kompensasi,0
kantor lembur bayar pulang malam buah budaya haram hukum pulang pabrik pulang karyawan pulang ganti,Netral,0,Kompensasi,0
jabodetabek wajar alias kutu loncat gaji daerah lapang batas rendah coba,Negatif,0,Kompensasi,0
orang suka banget zona nyaman perihal cari nyaman gaji butuh lingkung suruh cari tolong kasih paham,Negatif,0,Kompensasi,0
lompat lompat relatif stabil cetak badai reda asik goreng gaji kena,Negatif,0,Kompensasi,0
ramai henti gaji harga kawan jahat beban repek kebaji abai,Negatif,0,Kompensasi,0
kuat kuasa pinda akta tangguh januari ubah akta kena kait cuti salin gaji jangka laksana september,Negatif,0,Kompensasi,0
dunia kantor salah pecat hilang gaji hilang nyawa tugas gaji enak,Negatif,0,Kompensasi,0
jahat masuk akal rela begadang libur saing rekan kasihan efektif sesuai lihat malas,Netral,3,Hubungan,3
amit usaha nyata jahat lihat dampak performa efek sakit igau tidur pikir negatif kompromi sehat nomor,Negatif,3,Kompensasi,0
wajar arsenal arsenal main pengaruh latih uang transfer gaji salah latih medioker,Negatif,0,Kompensasi,0
salah pilih cari duit nyaman cari ajar alam muda saran cari jahat,Negatif,3,Kompensasi,0
skala luas bukti beranta pengaruh buruk performa making profesi taruh nyawa jaman tidur bodoh egois,Negatif,0,Hubungan,3
pusat ekonomi maju ekonomi raya cemar stres jimat syarikat staff jimat,Negatif,1,Kepuasan Kerja,1
transfer transfer stres,Negatif,1,Kepuasan Kerja,1
pikir kembang sehat pilih pilih,Negatif,2,Aktualisasi,2
cewek pulang sore galak main sabtu masuk tanggal merah masuk jarak rumah kantor takut tanggap,Negatif,0,Kompensasi,0
stres perangai jahat salah punca henti mental ganggu,Negatif,1,Kepuasan Kerja,1
lingkung pengaruh harap cari alam gaji lingkung jahat omong lingkung cibir,Negatif,3,Kompensasi,0
stres,Negatif,1,Kepuasan Kerja,1
laksana patut kuat kuasa september tangguh cuti salin cuti minggu lepas raja putus pinda akta tangguh januari,Netral,0,Kompensasi,0
wacana buah bibir sorot kerap pergok contoh,Negatif,0,Kompensasi,0
kantor pulang cepat kayak pulang gila banget bayang pulang jalan jakarta macet parah buka telat buka jalan rumah hebat banget kantor kayak,Negatif,0,Kompensasi,0
kena tukar gaji kena lihat faktor peluang staf staf cuti kena angkut isteri angkut senarai,Negatif,0,Kompensasi,0
kaji gembira stres stres ganggu,Negatif,1,Kepuasan Kerja,1
lompat kenal kawan sorang lompat tukar tukar baju gaji,Netral,0,Kompensasi,0
putus gaji rendah ganti mental sehat tingkat stres kendali temu keluarga damping tumbuh kembang buah salah putus bijak hidup,Netral,1,Kompensasi,0
nyata lingkung jahat alas beliau cocok usaha fokus studi kontrak wajar hitung,Positif,3,Kompensasi,0
padang jawa,Negatif,0,Kompensasi,0
ramai cakap zone gain basic bosan contoh pasal gaji pasal suka takut,Negatif,0,Kompensasi,0
jawat awam putus henti nasihat henti alas sayang jamin takut niaga,Negatif,0,Kompensasi,0
cerita pecat karyawan tonton bingung lucu marah,Negatif,0,Kompensasi,0
orang perihal teman kantor jahat tinggal nyata gampang ketemu sindir stres banget anjir stres,Negatif,1,Kepuasan Kerja,1
masuk gaji orang were,Negatif,0,Kompensasi,0
ramai henti gaji harga kawan jahat beban repek kebaji abai,Negatif,0,Kompensasi,0
habis tolak alas nasib omset cabang pegang sender capek banget cabang penuh orang jahat gaji pokok sender omset,Negatif,0,Kompensasi,0
paham jamin gaji pangkat kena lompat,Negatif,0,Kompensasi,0
halo sender kantor alhamdulillah langsung gaji kantor menang hasil,Positif,0,Kompensasi,0
usaha lokal indonesia prinsip wajar batas usaha gaji beda maksimal usaha harga upaya,Netral,0,Kompensasi,0
sayang jahat sedih,Negatif,3,Kompensasi,0
gaji pengaruh banget nyaman teman lumayan goyah pengin,Negatif,0,Hubungan,3
stres stres kuasa singkat takut pecat salah hidup stres stres banget,Negatif,1,Kepuasan Kerja,1
cewek gaji aneh usaha salah over kasih gaji biar pikir capek ajar,Negatif,0,Kompensasi,0
usaha bilang cari bikin kembang buruk mending,Negatif,2,Aktualisasi,2
cewek gaji slip gaji dampak gaji usaha gaji usaha slip gaji ubah pikir,Negatif,0,Kompensasi,0
paksa modern bebas undur tunggu anggap tahan usaha wajib asih makan siang lembur minggu kasih kompensasi libur atur negeri manusiawi banding atur,Negatif,0,Kompensasi,0
