teks,label_klaster,label_klaster_aktual
ramai henti gaji harga kawan jahat beban repek kebaji abai,Kompensasi,0
cakap surat tempoh moga bantu,Kompensasi,0
alas kasih kagak lembur tugas manager,Kompensasi,0
nyata orang lingkung jahat bayang parah cerita mbak nyata,Hubungan,3
istirahat duduk komputer kuat tahan lapar pusing takut orang,Kompensasi,0
jahat kantor,Hubungan,3
alas usaha rekan,Hubungan,3
prediksi tutup pecat total alas zona nyaman tolak lembur revolusi,Kompensasi,0
habis gaji,Kompensasi,0
karyawan gaji gaji gaji bikin resah paket jahat ganti lingkung asik,Kompensasi,0
ramai henti gaji harga kawan jahat beban repek kebaji abai,Kompensasi,0
gaji gaji gaji nilai bayar,Kompensasi,0
jumpa jahat,Hubungan,3
masak kasir tamu gaji juta duduk sebentar istirahat manja,Kompensasi,0
alas gaji banding beban,Kompensasi,0
solusi hadap lingkung jahat solusi cari bagus cari lingkung cocok gampang bekal,Hubungan,3
pengin alas gaji duit gilir susah bayar,Kompensasi,0
gaji partner jahat masuk akal alas partner enak,Kompensasi,0
gaji alas orang pribadi julid dendam bingung,Kompensasi,0
undang sabtu kondisi alas alas gaji,Kompensasi,0
alas cocok staf kontrak bilang alas alas peluang,Kompensasi,0
lingkung gaji jenis alas biar terima,Kompensasi,0
alas susah target gaji minim jujur usaha lamar,Kompensasi,0
pengin alas teman kantor jahat serba salah,Hubungan,3
pergi gaji karut ungkit jahat,Kompensasi,0
kayak alas rekan suportif,Hubungan,3
ramai henti gaji harga kawan jahat beban,Kompensasi,0
paksa gaji bayar,Kompensasi,0
alas masuk akal kadang tuntut loyalitas hitung lembur,Kompensasi,0
gaji gaji pakai,Kompensasi,0
salah alas kantor lingkung jahat sakit mental bahan guyon divisi kantor ning suruh pakai bolpoin mata diam,Hubungan,3
september kemarin jahat kantor kantor senang banget banget banget menang,Hubungan,3
tidur total laku stop bilang pengin alas capek,Kepuasan Kerja,1
alas mental buruk kena penalti surat terang dokter rehat penalti banget juta banget balas,Kompensasi,0
alas tawar gaji kultur koneksi potensi kembang potensi laku alas orang betah,Kompensasi,0
tingkat iring harap syarikat sistem gaji sesuai gaji,Kompensasi,0
telusur bayar lingkung jahat bagus paksa tahan keburu depresi anak orang,Hubungan,3
alas masuk akal kadang tuntut loyalitas hitung lembur,Kompensasi,0
problem kena tolak gaji maki allah plan alhamdulillah,Kompensasi,0
salah kuasa otak soak karyawan negosiasi gaji mandiri jejak nilai nilai tawar jual,Kompensasi,0
alas jujur target gaji terima tawar kuat alas usaha mending kayak,Kompensasi,0
cewek gaji jakarta gaji juta dapur listrik gaji juta alas bosan,Kompensasi,0
kena henti dorang stres peras ramai benda henti,Kepuasan Kerja,1
cowok malas posisi jabat berat pilih alas pusing kayak malas gaji,Kompensasi,0
gaji alas orang pribadi julid dendam bingung,Kompensasi,0
cewek saran alas lingkung jahat beban bikin kuat terima,Hubungan,3
libur gaji tunggu juta cari penjara kayak orang,Kompensasi,0
alam maksud kutu loncat alas usaha kantor gulung tikar alas kantor cocok gaji,Kompensasi,0
buka negoisasi gaji laku usaha bilang gaji usaha erti,Kompensasi,0
tingkat iring harap syarikat sistem gaji sesuai gaji,Kompensasi,0
gejolak hati pikir butuh duit tahan stres mental utama dana darurat beban keluarga cari mudah,Kepuasan Kerja,1
acapkali arah tulis surat utara alami ketidakpuasan hati hadap skop jadual bayar gaji janji turun pangkat,Kompensasi,0
inti nyaman lingkung laku beda rekan hasil tekan,Hubungan,3
mental hadap subang jaya jalan kebun badan letih anak anak layan hara sepah depa hadap cari,Kompensasi,0
tingkat iring harap syarikat sistem gaji sesuai gaji,Kompensasi,0
minggu lancar kantor enak banget gaji jarak moga putus,Kompensasi,0
tingkat iring harap syarikat sistem gaji sesuai gaji,Kompensasi,0
contoh surat bahasa bahasa melayu kawan kawan,Kompensasi,0
jawat awam putus henti nasihat henti alas sayang jamin takut niaga,Kompensasi,0
jaman konten alas personal banget publik kecuali rawan,Kompensasi,0
nyata lingkung jahat alas beliau cocok usaha fokus studi kontrak wajar hitung,Hubungan,3
putus gaji rendah ganti mental sehat tingkat stres kendali temu keluarga damping tumbuh kembang buah salah putus bijak hidup,Kompensasi,0
staff bilang hati makan usaha coba cari susah jaman kayak dasar syukur entar,Kompensasi,0
ramai cakap zone gain basic bosan contoh pasal gaji pasal suka takut,Kompensasi,0
gaji orang kena orang wajib bayar gaji,Kompensasi,0
cakap pahit teruk kedekut gaji buruk contoh alas henti,Kompensasi,0
cewek surat kasar lembur bayar bonus juta mending ikhlas tagih,Kompensasi,0
alas lamar kembang peduli kembang lihat tenang lihat loyal pengin ganti penuh,Aktualisasi,2
orang luah stres penat syukur ramai kadang kadang luah pakai,Kepuasan Kerja,1
capek banget orang jahat salah alas pengin cepat,Kepuasan Kerja,1
putus cowok kenal kemarin hidup niat kembang alas nyata,Aktualisasi,2
orang cocok nyaman jahat beda visi mudah bilang cicil kudu lunas butuh anggota keluarga semangat juang rupiah,Hubungan,3
siang obrol teman alas alas tahan mbak kantor ajar kantor relasi batas rekan,Hubungan,3
karyawan habis susah beritahu alas habis bentak cari kembang,Aktualisasi,2
ramai henti gaji harga kawan jahat beban repek kebaji abai,Kompensasi,0
orang perihal teman kantor jahat tinggal nyata gampang ketemu sindir stres banget anjir stres,Kepuasan Kerja,1
tanda patut stres lampau mental mahal gaji keliling orang jahat kaki jilat gaji kedekut,Kompensasi,0
nyokap alas percaya minum tidur sakit kepala bikin stres selesai cerita,Kepuasan Kerja,1
prambanan jujur plan alas lembur pengin gaji potong bpjs,Kompensasi,0
aman bilang alas cocok lingkung alas jujur gaji gaji,Kompensasi,0
bilang kesan klise banget alas anggap adek anggap adek doang,Kompensasi,0
genap jahat habis modal modal modal duduk sesak,Hubungan,3
hantar surat start orang dengar majikan koyak jahat,Hubungan,3
habis tolak alas nasib omset cabang pegang sender capek banget cabang penuh orang jahat gaji pokok sender omset,Kompensasi,0
semangat anak lingkung jahat alas,Hubungan,3
coba lihat pesan situ uang cerita usaha,Kompensasi,0
sebel gaji telat sebel lihat karyawan gaji telat pakai alas enak telat ambil cuti atur,Kompensasi,0
minggu tuan putri labu bikin salah alas daerah blok,Kompensasi,0
alas lingkung jahat bilang lingkung maksud bohong,Hubungan,3
henti syarikat gaji salah sesuai sekira,Kompensasi,0
masuk galau tinggal anak lihat orang orang banget lihat kembang anak menang lihat moga paham alas,Aktualisasi,2
karyawan pola pikir maaf rumah kapai daftar rumah kemarin terima gaji,Kompensasi,0
pengin butuh uang alas capek anak jaman,Kepuasan Kerja,1
konon pakai alas lepas gaji pangkat manager suruh masuk alas,Kompensasi,0
istirahat rupa rupa istirahat bebas pakai kapai langgar hukum atur internal usaha bayar sangon,Kompensasi,0
alas salah tidur beranta gaji minus potong,Kompensasi,0
tipe masuk alas lingkung jahat,Hubungan,3
gaji alas enak,Kompensasi,0
kawan budak gaji alas kursus pergi kursus kepala,Kompensasi,0
marah kecewa pasang kuat lamar terima tolak gaji terima gaji,Kompensasi,0
alas usaha sabtu cari senin jumat,Kompensasi,0
gaji ambil tawar alas kontrak pinalti,Kompensasi,0
halo sender kantor alhamdulillah langsung gaji kantor menang hasil,Kompensasi,0
karyawan habis gaji henti kali karyawan alas klasik salah,Kompensasi,0
halo kontrak izin alas lingkung jahat ganti bagus,Hubungan,3
cewek gaji nekat ganti fase capek banget gaji juta,Kompensasi,0
paksa modern bebas undur tunggu anggap tahan usaha wajib asih makan siang lembur minggu kasih kompensasi libur atur negeri manusiawi banding atur,Kompensasi,0
kantor bagus banget enak kompak jahat gaji seret karir kembang situ alas teman enak cari kayak,Hubungan,3
kakak sender banget gaji slip gaji potong jamsostek saldo kantor bilang arti bpjs gaji kakak sender sedih banget,Kompensasi,0
lingkung enak gaji sedih banget paksa gaji butuh,Kompensasi,0
gaji telat telat,Kompensasi,0
guru gaji administrasi murid nakal wali murid rekan guru jahat,Hubungan,3
cewek gaji putus libur gaji juta jujur badan toleransi,Kompensasi,0
alas klasik lingkung jahat jahat gaji cari alas bohong jujur tahan gaji,Kompensasi,0
sayang jahat sedih,Hubungan,3
gara-gara rekan jahat susah ajak kerjasama tingkat hati banget hubung jujur alas pakai alas,Hubungan,3
gaji gara-gara susah cuti libur ganggu syarat gaji cuti ganggu,Kompensasi,0
wajar sedih alas utama lingkung jahat atur istirahat makan menit langsung salah mohon masuk,Hubungan,3
cari duit cari jenjang karir duit kayak sender alas normal gaji pikir tenang,Kompensasi,0
tanda timbang kronis beranta lingkung rekan jahat kembang usaha jalan,Hubungan,3
alas bikin gaji jahat sesuai minat bahas versi hasil riset,Kompensasi,0
tuju habis lulus cari gaji langsung minimal cari alam alas coba betah,Kompensasi,0
usaha atur suka suka manager atur karyawan karyawan izin sakit dokter gaji desember,Kompensasi,0
henti komitmen dana cemas utama komitmen alas fikir,Kompensasi,0
coba alas pulang gaji tuntut rendah kayak,Kompensasi,0
pilih tahan capek muak stres beban gaji timbang semangat peluk,Kepuasan Kerja,1
orang gaji rendah orang teruk gaji gaji,Kompensasi,0
orang terima tawar rana tawar bagus orang rana manusia bagus jahat jahat gaji,Hubungan,3
ramai gaji harga jahat beban repek kebaji abai,Kompensasi,0
ganti beda situ upah lembur gaji bpjs parkir bayar jarak tempuh ijin tunjang cair,Kompensasi,0
alas terang alternatif lingkung jahat cari lingkung dukung kembang tumbuh kembang profesional,Aktualisasi,2
capek alas jahat cari muka domba sadar kayak,Kepuasan Kerja,1
mending mental aman cadang cari gaji mental jiwa raga tekan,Kompensasi,0
april kemarin alas sepeda keliling indonesia timur barusan banget telpon kepala toko gaji masuk pesan selesai jalan,Kompensasi,0
alas rencana gaji rencana cari minimal suka,Kompensasi,0
rumah admin data dada gaji suruh lantai angkat jemur jaga bayi utama bilang mental lemah,Kompensasi,0
rekan surabaya tawar alas keluarga,Hubungan,3
ramai gaji harga kawan jahat susah situ repek kebaji abai jaga anak jaga sehat,Kompensasi,0
gedik gedik buka staff bayar alas bayar gaji minggu bayar staff suara hantar surat saman bodoh,Kompensasi,0
orang kantor niat masuk alas sakit mending imbas kasihan sakit kena potong sakit kadang rekan jabat kayak sampah bawa virus banget,Aktualisasi,2
alas biar kondisi kantor bikin jahat manusia ubah lingkung dukung kriminal timbang lihat jahat,Hubungan,3
bilang alas kuliah alas kuliah gila rodi istirahat mending duduk komputer,Kompensasi,0
maaf bingung alas gaji sesuai bingung pikir alas saran alas,Kompensasi,0
alas jahat milik jaga profesionalisme positif bicara kembang ajar cari tantang,Aktualisasi,2
malas gila gila alas pakai stres,Kepuasan Kerja,1
terima langsung suruh banget tunggu proses banget allah nama alas gaji habis catat nomor,Kompensasi,0
tabiat usaha kali alas bagus gaji omong jelek jelek usaha,Kompensasi,0
alas masuk akal jaman,Kompensasi,0
alas gaji mantap fleksibel inti uang mantap,Kompensasi,0
alas kuliah,Kompensasi,0
alas rekan rekan bocor alias suka,Hubungan,3
lingkung jahat entar alas gara-gara karyawan lebar,Hubungan,3
jahat banget teman gaji alas penuh fakta lapang maksimal pulang gila gaji minim sulit,Kompensasi,0
tolong resmi bank swasta lolos gaji moga putus karir riba,Kompensasi,0
kantor kali alas kawan kantor jahat terima kantor kali mesti kaca jahat,Hubungan,3
gaji banget biar jomplang rasai gaji kabur,Kompensasi,0
alas terima kantor kantor telat bayar gaji kantor ganti sulit kasih alas situ kembang,Kompensasi,0
cewek lingkung jahat kaya manusia kayak gaji salah bahasa binatang pusing cewek aduh putus,Kompensasi,0
tetiba alas mesti jaga cucu anak terima banget hitung gaji suami bilang gaji penuh bersih untung suami hilang,Kompensasi,0
banget coba kenal alam alas terima cerita alam capai alas,Kompensasi,0
alas jahat uang lembur kena potong tanggal merah kena potong,Hubungan,3
niat ijin gaji alas capek kasih fasilitas kamar bobo alas asli ipar nafkah masak alas,Kompensasi,0
alas tindak laku cari alam cari peluang sesuai tuju karir ahli kembang,Aktualisasi,2
cari ganti kaya usaha cari orang gaji kadang uang makan tunjang gaji,Kompensasi,0
alas usaha bilang usaha bohong usaha gaji alam,Kompensasi,0
undang jujur tolong kasih referensi alas over,Kompensasi,0
cewek gaji gaji gaji tara anak langsung,Kompensasi,0
cewek gaji alas gaji butuh apresiasi tugas undang seleksi,Kompensasi,0
putus lingkung nyaman jenjang karir gaji jenuh banget kayak karyawan nyokap tuju takut,Kompensasi,0
habis kontrak gaji mudah percaya gaji bentuk tulis kontrak ikat,Kompensasi,0
kembang modal kota ambil alas visa negara,Aktualisasi,2
arti tahan lingkung jahat faktor gaji tekan keluarga janji,Kompensasi,0
konten kreator guru alas lingkung jahat nyata lingkung jahat akibat ulah,Hubungan,3
pandemik bayar gaji selesa relaks fikir henti henti pandemik benda henti,Kompensasi,0
gaji cepat,Kompensasi,0
pilih salah harga level tutup bawa gerbong rombong manjur pakai,Kompensasi,0
jamin aman terima sesuai lolos alam tinggal nyaman usaha enak,Kompensasi,0
lompat mesti benda bagus sesuai gaji baca,Kompensasi,0
arti enak pikir ayam sayur sesuai koridor kantor,Kompensasi,0
enak ajar tumbuh serve pulang gaji pikir robot,Kompensasi,0
ubah mentalitas malu telat wajib acara kantor urus pribadi debat manusia salah,Kompensasi,0
bangun pagi semangat pergi tepu rutin gain mati situ gaji timpal,Kompensasi,0
standar gaji gaji pintar,Kompensasi,0
tukar perkara sedia gaji rendah pasal jawat kembang resume sedia tukar,Kompensasi,0
efek gaji tingkat suka usaha daya tawar orang langsung ganti bisnis gerak cepat alas,Kompensasi,0
kembang karir hasil sesuai harap faktur utama tahan perut hati otak,Aktualisasi,2
efek gaji tingkat suka usaha daya tawar orang langsung ganti bisnis gerak cepat alas,Kompensasi,0
negatif marah malas pergi teruk kaki bawang kipas gaji kaki bawang ubah perangai orang,Kompensasi,0
hubung artikel rencana asih lindung karyawan hubung komunikasi sehat mental,Kompensasi,0
alas urgen tawar jahat orang loyal terima usaha kutu loncat,Hubungan,3
kenal start kondisi mental pengaruh fisik kena parah rawat inap operasi putus gaji alas pengin hidup mbak,Kompensasi,0
tukar perkara sedia gaji rendah pasal jawat kembang resume sedia tukar,Kompensasi,0
nyata posisi gambar kursi pengaruh banget semenjak meja kasur jatuh kayak leseh ganti kursi sakit pinggang,Hubungan,3
dosa banget tali silaturahmi teman jahat bawa pengaruh buruk putus kontak,Hubungan,3
tiada gaji urus beban wang sehat rupa faktor henti,Kompensasi,0
stres situ fikir duit kalis jahat stres baca seronok,Kepuasan Kerja,1
rekomendasi managemen pasar salah bidang milik pengaruh usaha rekan kasih,Hubungan,3
loyalitas hasil sesuai tawar gaji bangun sulit kembang,Kompensasi,0
bang jakarta bogor kantor kondisi jakarta bikin stres banget beda tinggal kantor kantor tinggal pengaruh,Kepuasan Kerja,1
alas lingkung jahat lingkung bagus jahat bagus keteter rumah mahal over stres,Hubungan,3
ganggu jabat hormat rehat komunikasi tempoh akta sekira majikan bayar,Aktualisasi,2
peran milik andil karyawan latar kuat orang gaji gain koneksi bikin kena sasar,Kompensasi,0
pinda akta september cuti salin cuti kena ambil,Kompensasi,0
cipta omnibus jalan capai oktober tingkat tajam omnibus sejati cipta negara oligarki mudah sangon upah murah privatisasi hubung buruh,Kompensasi,0
ramai henti gaji harga kawan jahat beban repek kebaji abai,Kompensasi,0
jahat kantor,Hubungan,3
jurnal riset korelasi jarak tempuh tingkat stres pegawai hasil korelasi positif komuter rentan hadap stres psikis,Kepuasan Kerja,1
kantor bikin gaji cepat strategi jangka buah utas perspektif usaha hadap,Kompensasi,0
gaji bawa pulang gaji doang anak muda rugi usaha bawa pulang monitor inventaris kantor biar untung,Kompensasi,0
minggu september pinda akta kenal atur fleksibel mohon rumah situasi desak,Kompensasi,0
kantor lembur bayar pulang malam buah budaya haram hukum pulang pabrik pulang karyawan pulang ganti,Kompensasi,0
jabodetabek wajar alias kutu loncat gaji daerah lapang batas rendah coba,Kompensasi,0
orang suka banget zona nyaman perihal cari nyaman gaji butuh lingkung suruh cari tolong kasih paham,Kompensasi,0
lompat lompat relatif stabil cetak badai reda asik goreng gaji kena,Kompensasi,0
ramai henti gaji harga kawan jahat beban repek kebaji abai,Kompensasi,0
kuat kuasa pinda akta tangguh januari ubah akta kena kait cuti salin gaji jangka laksana september,Kompensasi,0
dunia kantor salah pecat hilang gaji hilang nyawa tugas gaji enak,Kompensasi,0
jahat masuk akal rela begadang libur saing rekan kasihan efektif sesuai lihat malas,Hubungan,3
amit usaha nyata jahat lihat dampak performa efek sakit igau tidur pikir negatif kompromi sehat nomor,Hubungan,3
wajar arsenal arsenal main pengaruh latih uang transfer gaji salah latih medioker,Kompensasi,0
salah pilih cari duit nyaman cari ajar alam muda saran cari jahat,Hubungan,3
skala luas bukti beranta pengaruh buruk performa making profesi taruh nyawa jaman tidur bodoh egois,Hubungan,3
pusat ekonomi maju ekonomi raya cemar stres jimat syarikat staff jimat,Kepuasan Kerja,1
transfer transfer stres,Kepuasan Kerja,1
pikir kembang sehat pilih pilih,Aktualisasi,2
cewek pulang sore galak main sabtu masuk tanggal merah masuk jarak rumah kantor takut tanggap,Kompensasi,0
stres perangai jahat salah punca henti mental ganggu,Kepuasan Kerja,1
lingkung pengaruh harap cari alam gaji lingkung jahat omong lingkung cibir,Hubungan,3
stres,Kepuasan Kerja,1
laksana patut kuat kuasa september tangguh cuti salin cuti minggu lepas raja putus pinda akta tangguh januari,Kompensasi,0
wacana buah bibir sorot kerap pergok contoh,Kompensasi,0
kantor pulang cepat kayak pulang gila banget bayang pulang jalan jakarta macet parah buka telat buka jalan rumah hebat banget kantor kayak,Kompensasi,0
kena tukar gaji kena lihat faktor peluang staf staf cuti kena angkut isteri angkut senarai,Kompensasi,0
kaji gembira stres stres ganggu,Kepuasan Kerja,1
lompat kenal kawan sorang lompat tukar tukar baju gaji,Kompensasi,0
putus gaji rendah ganti mental sehat tingkat stres kendali temu keluarga damping tumbuh kembang buah salah putus bijak hidup,Kompensasi,0
nyata lingkung jahat alas beliau cocok usaha fokus studi kontrak wajar hitung,Hubungan,3
padang jawa,Kompensasi,0
ramai cakap zone gain basic bosan contoh pasal gaji pasal suka takut,Kompensasi,0
jawat awam putus henti nasihat henti alas sayang jamin takut niaga,Kompensasi,0
cerita pecat karyawan tonton bingung lucu marah,Kompensasi,0
orang perihal teman kantor jahat tinggal nyata gampang ketemu sindir stres banget anjir stres,Kepuasan Kerja,1
masuk gaji orang were,Kompensasi,0
ramai henti gaji harga kawan jahat beban repek kebaji abai,Kompensasi,0
habis tolak alas nasib omset cabang pegang sender capek banget cabang penuh orang jahat gaji pokok sender omset,Kompensasi,0
paham jamin gaji pangkat kena lompat,Kompensasi,0
halo sender kantor alhamdulillah langsung gaji kantor menang hasil,Kompensasi,0
usaha lokal indonesia prinsip wajar batas usaha gaji beda maksimal usaha harga upaya,Kompensasi,0
sayang jahat sedih,Hubungan,3
gaji pengaruh banget nyaman teman lumayan goyah pengin,Hubungan,3
stres stres kuasa singkat takut pecat salah hidup stres stres banget,Kepuasan Kerja,1
cewek gaji aneh usaha salah over kasih gaji biar pikir capek ajar,Kompensasi,0
usaha bilang cari bikin kembang buruk mending,Aktualisasi,2
cewek gaji slip gaji dampak gaji usaha gaji usaha slip gaji ubah pikir,Kompensasi,0
paksa modern bebas undur tunggu anggap tahan usaha wajib asih makan siang lembur minggu kasih kompensasi libur atur negeri manusiawi banding atur,Kompensasi,0
palu gaji orang alami akibat cemas depresi ganggu aspek hidup pribadi bayang berat hidup,Kompensasi,0
tukar gaji ramai tuju tukar kaya majikan sahaja kaya,Kompensasi,0
tukar gaji ramai tuju tukar kaya majikan sahaja kaya,Kompensasi,0
wajar tukar gaji loyal gaji tengok contoh situasi,Kompensasi,0
buah syarikat rugi gaji minimum,Kompensasi,0
kait kutu loncat manajemen loncat bikin gaji drastis baca kutu loncat rekomendasi kasih orang kandidat,Kompensasi,0
usaha jahat julid salah anak bumn gaji sopan anak jaman,Kompensasi,0
gaji gaji gaji,Kompensasi,0
cuti ganti takut bilang alay rekan kantor ganti hubung orang kontak,Hubungan,3
utama masuk gaji pakai orang indonesia indonesia gaji habis hidup,Kompensasi,0
jalan penat rumah,Kompensasi,0
jakarta gaji tawar mutasi ponorogo gaji jakarta ponorogo murah ambil,Kompensasi,0
salah ajar perkara gaji jahat peluang pangkat tukar,Kompensasi,0
pergi jabat sahaja utama anak nikmat tukar ganti nikmat alhamdulillah,Aktualisasi,2
paksa masuk pagi pulang malam buta hukum telat balas pesan menit paksa lepas alat kena sakit paksa tidur kaki tangan hilang,Kompensasi,0
kayak rame generalisasi baca sisi positif kutu loncat posisi gaji,Kompensasi,0
hindar ubah hidup takut stres ubah takut hindar puas frustrasi,Kepuasan Kerja,1
rela alas usaha banget rumah gaji ongkos transpor rupiah sesal enak,Kompensasi,0
real jalan mesin karyawan jalan mesin karyawan tinggal orang arti karyawan pegang gaji,Kompensasi,0
teman kakak rekrut posisi bikin gaji kakak nyata gaji beda kakak segi gaji fasilitas beda akomodasi tiket cuti tanggung usaha,Kompensasi,0
lingkung sehat manusiawi kompeten lokasi jangkau transportasi publik rumah cuti cuti gaji over rendah amin,Kompensasi,0
percaya percaya orang stres berat lingkung rekan jahat,Hubungan,3
geng mari cari tinggal jahat atus jawat kosong tinggal,Hubungan,3
jahat besok,Hubungan,3
jahat jalan hidup hasil,Hubungan,3
alas urgen tawar jahat orang loyal terima usaha kutu loncat,Hubungan,3
jahat stop bawang negatif stop dengar orang bawang takut bawang stop cari salah orang bantu,Hubungan,3
jahat rubah darah daging pilih,Hubungan,3
sangka lingkung jahat jatuh karya hidup puji melulu ujung sehat nyaman malas kembang mesti imbang,Aktualisasi,2
suka duka beban kolega gampang kabur kerikil permisif cari jahat salah ambil cuti salah,Hubungan,3
saban kantor toksik tongseng jahat ciri ciri,Hubungan,3
jahat stop bawang start negatif stop dengar orang bawang takut bawang stop cari salah orang bantu stop orang,Hubungan,3
jahat hubung kontrol pasang sulit dukung curiga kekang bohong terima keras fisik love,Hubungan,3
mesti sorang stres jahat gaji sikit orang,Kompensasi,0
jahat bahaya jiwa bahaya pikir cepat hakim orang jahat ajar sadar hakim orang sadar kadang hakim cermin gulat batin,Hubungan,3
jahat hindar hubung jahat teman jahat moga hindar jahat,Hubungan,3
lihat orang jahat kapai korporat kantor dengar prinsip orang mental enak orang kayak orang kayak erti,Hubungan,3
orang lihat asil lihat ruang lingkup pribadi ruang lingkup kembang bayang ruang lingkup jahat maju pikir otak selesai,Aktualisasi,2
jahat,Hubungan,3
cari harga lingkung jahat parah zona khawatir gaji orang gaji orang rezeki,Kompensasi,0
orang lulus potensi orang letak letak jahat jahat,Hubungan,3
bawang salah jahat jenis suka puak bawang benda asing orang,Hubungan,3
jahat benda orang cari salah kena kena hina benda alhamdulillah hidup tenang harap kekal kenal jahat,Hubungan,3
mending tahan lingkung jahat bentar lihat kayak kasihan lingkung jahat capek fisik mental,Hubungan,3
kawan sekolah jahat jumpa perangai orang nilai sentuh masuk kalut,Hubungan,3
jahat,Hubungan,3
cari makan situ periuk nasi suka tutup mulut jahat berat hidup gampang,Hubungan,3
jahat besok,Hubungan,3
capek banget ayah mama erti bilang anak anak jahat hati enak,Kepuasan Kerja,1
susah cari kena teruk teruk penuh jahat kesah pendek teruk,Hubungan,3
asli jahat gosip main perang dingin petinggi kuasa salah manager main tulis bismillah tamat hormat,Hubungan,3
teman minggu kirim surat undur grup banget habis maki grup langsung kirim surat jahat banget suka maki karyawan grup,Hubungan,3
orang jahat omong suka bikin sakit jahat talk,Hubungan,3
lingkung jahat lingkung jahat jahat,Hubungan,3
ajar hindar kejar sisi buruk jahat malas rajin sisi buruk rajin istirahat korban sehat wajar,Hubungan,3
selamat semangat moga kabar bahagia juang tahan jahat semangat,Hubungan,3
takut banget utang bayar jahat banget aspek,Hubungan,3
orang tahan hidup lingkung jahat posisi gila,Hubungan,3
tanda jahat lupus bahan jahat,Hubungan,3
stres situ fikir duit kalis jahat stres baca seronok,Kepuasan Kerja,1
susah jahat gila babi,Hubungan,3
psikolog jahat orang dampak buruk orang kategori jahat orang orang jahat,Hubungan,3
hadap jahat,Hubungan,3
malas banget jaman sekolah kuliah ketemu kelompok teman jahat ketemu teman gejala arah jahat biar sayang,Hubungan,3
gaji sesuai harap jahat gaji nyaman,Kompensasi,0
kali rasai jahat banget,Hubungan,3
jahat kadang cari susah tabung harap hadap anak allah pengin teriak,Hubungan,3
sampah jahat situ,Hubungan,3
sinar jahat,Hubungan,3
jahat ekosistem keras kepala rugi mending cari laku aktivitas peluang jujur usaha pintu buka,Hubungan,3
pandang angkat kaki sakit badan orang cari salah suasana jahat angkat kaki,Hubungan,3
nama jahat niat untung butuh orang terima dukung balut,Hubungan,3
januari selesai teman enak manajer jahat banget laku payah,Hubungan,3
rasai jahat,Hubungan,3
jahat kama plan mental wiki sasa drip jahat pesa,Hubungan,3
jahat,Hubungan,3
manusia tahi level jahat,Hubungan,3
alhamdulillah sekian tahan jahat potong gaji hidup real,Kompensasi,0
lepas henti alami tekan peringkat halau buang hidup penuh manusia jahat paksa,Hubungan,3
nekad jahat teman kantor suportif budak sistem kantor hancur hasil kesel uang kantor tolong,Hubungan,3
suka orang umbar jahat clear ungkit,Hubungan,3
coba jahat,Hubungan,3
bismillah allah lancar moga jahat,Hubungan,3
pilih tahan jahat tawar enak suka hidup,Hubungan,3
orang ajar situ omong jahat orang pikir positif situ omong jahat hidup hidup jalan ganggu,Hubungan,3
negatif marah malas pergi teruk kaki bawang kipas gaji kaki bawang ubah perangai orang,Kompensasi,0
tuhan orang orang jahat,Hubungan,3
abih baran layan perangai jahat sorang,Hubungan,3
jahat petrol mimi supervisor kama mimi uniform,Hubungan,3
fikir gaji suasana jenis jahat jenis takboleh kerjasama orang kepala auto malas,Kompensasi,0
tuju jatuh jahat jaman orang bangga sibuk tidur kayak langgeng jahat,Hubungan,3
anak anak kuliah magang jahat banget anjir ambis,Hubungan,3
bebas jahat,Hubungan,3
rugi tahan jahat orang kering,Hubungan,3
teman jahat,Hubungan,3
sangka jumpa orang jahat alhamdulillah tenang sikit,Hubungan,3
jahat nyata badan,Hubungan,3
sadar teman jahat,Hubungan,3
betah jahat,Hubungan,3
kena hadap jahat,Hubungan,3
semangat dikit enak teman jahat tinggal,Hubungan,3
lingkung jahat lihat hasil apresiasi,Hubungan,3
jahat jahat tahan rejeki kasih aset nyaman partner enak kayak keluarga aset nyaman ambil lemah,Hubungan,3
ubah sikap persepsi rekan jahat kejap butuh adaptasi sesuai paham ketimbang pusing fokus,Hubungan,3
kali langsung lingkung jahat minggu nyaman bilang langsung bawa surat,Hubungan,3
jaga sehat mental jahat rekan cari muka kopet auto debet gagas,Hubungan,3
jahat banget manajemen lingkung urang banget kayak berat renti sumpah capek banget mental mending,Kepuasan Kerja,1
orang jahat mending mundur tahan lingkung sehat,Hubungan,3
jahat level,Hubungan,3
jahat pamit kasih,Hubungan,3
ketemu orang ambis jahat sekolah kampus coba,Hubungan,3
suasana kantor enak jahat rekan tahan butuh duit pahit,Hubungan,3
gaji digit rambut rontok bolak psikiater jahat bolak pabrik tidur fitnah teman katai orang,Hubungan,3
capek orang jahat keliling orang jahat,Hubungan,3
stres stres jahat,Kepuasan Kerja,1
pengin jahat paksa tahan capek,Kepuasan Kerja,1
bimbang jahat gaji masuk gaji,Kompensasi,0
hasil jahat lega banget adaptasi lingkung bikin hela nafas,Hubungan,3
kali kali jahat jahat sepele tahi bikin,Hubungan,3
cowok lulus bagus rada jahat umur masuk,Hubungan,3
jahat grup grup muka suka teman,Hubungan,3
senang sesuai rasai jahat ketemu orang super enak banget kenal jahat ujung pilih rasai nyaman,Hubungan,3
jahat parah,Hubungan,3
sumpah jahat banget teman menang cerita,Hubungan,3
