teks	label_klaster	label_sentimen
negatif marah malas pergi teruk kaki bawang kipas gaji kaki bawang ubah perangai orang	0	Negatif
alas urgen tawar jahat orang loyal terima usaha kutu loncat	0	Negatif
kenal start kondisi mental pengaruh fisik kena parah rawat inap operasi putus gaji alas pengin hidup mbak	0	Negatif
nyata posisi gambar kursi pengaruh banget semenjak meja kasur jatuh kayak leseh ganti kursi sakit pinggang	0	Negatif
tiada gaji urus beban wang sehat rupa faktor henti	0	Negatif
rekomendasi managemen pasar salah bidang milik pengaruh usaha rekan kasih	0	Positif
ganggu jabat hormat rehat komunikasi tempoh akta sekira majikan bayar	0	Negatif
peran milik andil karyawan latar kuat orang gaji gain koneksi bikin kena sasar	0	Positif
pinda akta september cuti salin cuti kena ambil	0	Negatif
cipta omnibus jalan capai oktober tingkat tajam omnibus sejati cipta negara oligarki mudah sangon upah murah privatisasi hubung buruh	0	Positif
ramai henti gaji harga kawan jahat beban repek kebaji abai	0	Negatif
kantor bikin gaji cepat strategi jangka buah utas perspektif usaha hadap	0	Positif
gaji bawa pulang gaji doang anak muda rugi usaha bawa pulang monitor inventaris kantor biar untung	0	Negatif
minggu september pinda akta kenal atur fleksibel mohon rumah situasi desak	0	Positif
kantor lembur bayar pulang malam buah budaya haram hukum pulang pabrik pulang karyawan pulang ganti	0	Positif
jabodetabek wajar alias kutu loncat gaji daerah lapang batas rendah coba	0	Negatif
orang suka banget zona nyaman perihal cari nyaman gaji butuh lingkung suruh cari tolong kasih paham	0	Positif
lompat lompat relatif stabil cetak badai reda asik goreng gaji kena	0	Negatif
ramai henti gaji harga kawan jahat beban repek kebaji abai	0	Negatif
kuat kuasa pinda akta tangguh januari ubah akta kena kait cuti salin gaji jangka laksana september	0	Positif
dunia kantor salah pecat hilang gaji hilang nyawa tugas gaji enak	0	Negatif
wajar arsenal arsenal main pengaruh latih uang transfer gaji salah latih medioker	0	Negatif
skala luas bukti beranta pengaruh buruk performa making profesi taruh nyawa jaman tidur bodoh egois	0	Negatif
cewek pulang sore galak main sabtu masuk tanggal merah masuk jarak rumah kantor takut tanggap	0	Positif
laksana patut kuat kuasa september tangguh cuti salin cuti minggu lepas raja putus pinda akta tangguh januari	0	Positif
wacana buah bibir sorot kerap pergok contoh	0	Negatif
kantor pulang cepat kayak pulang gila banget bayang pulang jalan jakarta macet parah buka telat buka jalan rumah hebat banget kantor kayak	0	Positif
kena tukar gaji kena lihat faktor peluang staf staf cuti kena angkut isteri angkut senarai	0	Negatif
lompat kenal kawan sorang lompat tukar tukar baju gaji	0	Positif
padang jawa	0	Negatif
ramai cakap zone gain basic bosan contoh pasal gaji pasal suka takut	0	Negatif
jawat awam putus henti nasihat henti alas sayang jamin takut niaga	0	Negatif
cerita pecat karyawan tonton bingung lucu marah	0	Negatif
masuk gaji orang were	0	Negatif
ramai henti gaji harga kawan jahat beban repek kebaji abai	0	Negatif
habis tolak alas nasib omset cabang pegang sender capek banget cabang penuh orang jahat gaji pokok sender omset	0	Negatif
paham jamin gaji pangkat kena lompat	0	Negatif
halo sender kantor alhamdulillah langsung gaji kantor menang hasil	0	Positif
usaha lokal indonesia prinsip wajar batas usaha gaji beda maksimal usaha harga upaya	0	Positif
gaji pengaruh banget nyaman teman lumayan goyah pengin	0	Positif
cewek gaji aneh usaha salah over kasih gaji biar pikir capek ajar	0	Positif
cewek gaji slip gaji dampak gaji usaha gaji usaha slip gaji ubah pikir	0	Positif
paksa modern bebas undur tunggu anggap tahan usaha wajib asih makan siang lembur minggu kasih kompensasi libur atur negeri manusiawi banding atur	0	Positif
palu gaji orang alami akibat cemas depresi ganggu aspek hidup pribadi bayang berat hidup	0	Negatif
tukar gaji ramai tuju tukar kaya majikan sahaja kaya	0	Positif
tukar gaji ramai tuju tukar kaya majikan sahaja kaya	0	Positif
wajar tukar gaji loyal gaji tengok contoh situasi	0	Negatif
buah syarikat rugi gaji minimum	0	Positif
kait kutu loncat manajemen loncat bikin gaji drastis baca kutu loncat rekomendasi kasih orang kandidat	0	Positif
usaha jahat julid salah anak bumn gaji sopan anak jaman	0	Negatif
gaji gaji gaji	0	Positif
cuti ganti takut bilang alay rekan kantor ganti hubung orang kontak	0	Positif
utama masuk gaji pakai orang indonesia indonesia gaji habis hidup	0	Negatif
jalan penat rumah	0	Positif
jakarta gaji tawar mutasi ponorogo gaji jakarta ponorogo murah ambil	0	Negatif
salah ajar perkara gaji jahat peluang pangkat tukar	0	Negatif
pergi jabat sahaja utama anak nikmat tukar ganti nikmat alhamdulillah	0	Positif
paksa masuk pagi pulang malam buta hukum telat balas pesan menit paksa lepas alat kena sakit paksa tidur kaki tangan hilang	0	Negatif
kayak rame generalisasi baca sisi positif kutu loncat posisi gaji	0	Negatif
rela alas usaha banget rumah gaji ongkos transpor rupiah sesal enak	0	Positif
real jalan mesin karyawan jalan mesin karyawan tinggal orang arti karyawan pegang gaji	0	Positif
teman kakak rekrut posisi bikin gaji kakak nyata gaji beda kakak segi gaji fasilitas beda akomodasi tiket cuti tanggung usaha	0	Negatif
lingkung sehat manusiawi kompeten lokasi jangkau transportasi publik rumah cuti cuti gaji over rendah amin	0	Positif
alas urgen tawar jahat orang loyal terima usaha kutu loncat	0	Negatif
gaji sesuai harap jahat gaji nyaman	0	Positif
jahat ekosistem keras kepala rugi mending cari laku aktivitas peluang jujur usaha pintu buka	0	Negatif
alhamdulillah sekian tahan jahat potong gaji hidup real	0	Positif
negatif marah malas pergi teruk kaki bawang kipas gaji kaki bawang ubah perangai orang	0	Negatif
fikir gaji suasana jenis jahat jenis takboleh kerjasama orang kepala auto malas	0	Negatif
gaji digit rambut rontok bolak psikiater jahat bolak pabrik tidur fitnah teman katai orang	0	Negatif
bimbang jahat gaji masuk gaji	0	Negatif
syukur banget jahat gaji masuk main gaji tanggal tanggal gaji kasi kasih gila kasih	0	Positif
alami gaji sikit kawan gaji kawan jahat	0	Negatif
gaji lingkung enak nyaman gaji nyaman baca jahat	0	Positif
admin gaji motor pakai operasional jahat kali berangkat menang patut saran	0	Negatif
cari duit cari teman real artikel teman rekan	0	Negatif
admin henti zaman hilang hilang akal gila jahat henti span sakit tinggal	0	Negatif
laku racun guru sekolah hadap rekan nyinyir gadget pribadi bawa bantu kontra rekan bahas sekolah guru senior	0	Positif
alam kantor laptop	0	Positif
nyata ambil gaji pulang urus jahat sebal	0	Negatif
bantu bimbang banget jujur alas pengin nalar manusia	0	Positif
jahat gaji rezeki	0	Netral
suka uang jahat bodo ganti duli sesuai kontrak lingkung asyik gaji libur bagus paket	0	Positif
negatif marah malas pergi teruk kaki bawang kipas susah gaji	0	Negatif
dunia utuh berangkat pagi kantin kantor coba survey kota pusat kabupaten bekas	0	Negatif
tanda verbal normal manager amik janji mungkir orang ambil kredit ramai orang tipu staff senyum pilih kasih	0	Negatif
jahat gaji lampau sikit bonus kerah tenaga langsung bayar kena tahan maki rumah	0	Negatif
arti usaha bilang jahat staff pakai jalur rekan lihat situ coba bokap bokap tegur suka	0	Positif
over late gaji kota panggar	0	Positif
punca timpal gaji kena tanggungjawab silap staff alam percaya bagus pangkat drama	0	Positif
habis tolak alas nasib omset cabang pegang sender capek banget cabang penuh orang jahat gaji pokok sender omset	0	Negatif
jenis jahat tarikh gaji bayar sebar ambil elak rapat golong	0	Negatif
dunia lari jahat kawan gila kawan kawan gaji sikit	0	Negatif
atur buah usaha debat korea selatan usaha korea bikin atur kantor pagi sore karyawan smoking menit	0	Positif
jenis jahat tarikh gaji bayar sebar ambil elak rapat golong	0	Negatif
negatif marah malas pergi teruk kaki bawang kipas gaji kaki bawang ubah perangai orang	0	Negatif
pilih gaji juta kantor nyaman jenjang karir gaji juta kantor jahat jenjang karir gaji juta negeri libur	0	Positif
lingkung olah nikel rokok sedia langgar fatal langsung pecat bawa atur kejam urus pilih mati selamat	0	Positif
orang betah jahat lembur gaji ikhlas anjir kayak gaji bikin kayak ikhlas pulang malam nama	0	Negatif
kasih gaji ganti orang jahat yayasan utang tinggal suami	0	Negatif
negatif marah malas pergi teruk kaki bawang kipas gaji kaki bawang ubah perangai orang	0	Negatif
cerita manila rapat minggu zoom manila kantor muak banget rapat cabut listrik kantor biar rapat putus maaf mati lampu	0	Positif
tinggal jahat gaji bayar	0	Negatif
jahat gaji adem ayem gaji	0	Negatif
umur lulus cari jahat umur lulus lihat cari gaji jakarta	0	Positif
kultur rumah sakit seringkali lebar relasi dokter awat bidan apoteker runyam dokter dokter apoteker resep obat cocok	0	Positif
paksa masuk pagi pulang malam buta hukum telat balas pesan menit paksa lepas alat kena sakit paksa tidur kaki tangan hilang	0	Negatif
