teks	label_klaster	label_sentimen
lingkung jahat omong orang cari salah orang goreng informasi asumsi jelek orang goreng informasi sesuai fakta	3	Negatif
allah capek banget jahat manipulatif	3	Positif
tetangga jahat singgung orang gosip kena fitnah jelek hati lihat orang sukses kayak fitnah miskin hina	3	Negatif
jahat jahat jujur hidup dasar ragu tinggal bawa pengaruh	3	Negatif
sorok bodoh bagus putus amal jahat	3	Positif
orang jahat egois suka cemburu sikap kasar nilai buruk suka manipulasi manfaat orang suka salah salah orang	3	Negatif
anak jaman ajar beda jahat lihat wajar asumsi justifikasi performa bikin salah kantor	3	Negatif
kesi jahat lantak orang sorang sorang person	3	Negatif
gilir sakit paksa apresiasi bilang maaf himpun jahat mending bubar	3	Negatif
jahat japri marah grup kantor orang wenang diam	3	Negatif
jahat menat plus mulut cika suka orang suka ampu habis nama buruk orang	3	Negatif
pilih kantor lingkung jahat biar adil jahat rugi kesel cari muka maksud orang	3	Negatif
pegawai bagus alias jahat terima besok ajar kayak timbang	3	Positif
jahat potensi langgar ketenagakerjaan orang jaman demo mati biar buruh zaman	3	Negatif
banget aura atmosfer jahat kangen bareng kadang bilang capek bingung bilang	3	Positif
moga jebak jahat	3	Netral
sadar penuh pribadi zona jahat orang mending mending sehat lepas tahap alhamdulillah allah	3	Negatif
bikin tekan capek fisik capek mental capek banget jahat ganti karir nyonya nyonya nyonya	3	Positif
sakit jahat sakit tahan menang rumah muak banget menang mati kali	3	Negatif
jahat hilang masuk manajer kasih saran biar obrol pegawai sapa saran bilang peduli kemarin teman teman	3	Positif
lelaki jahat sepah liar lelaki rumah tangga jahat bincang laki bini bawa masuk	3	Negatif
cari jahat gaji jahat tahan	3	Negatif
senin ketemu jahat drama lingkung gaji sesuai masuk akal amin	3	Positif
nyata lingkung jahat banget	3	Positif
kalah jahat pelit pelit jahat korupsi senior bocah	3	Negatif
cari sistem lingkung lumayan jahat gaji telat	3	Negatif
teman kayak cepat takut jahat ling nyaman	3	Negatif
sedih menang pisah jahat parah nyaman bismillah panggil slot kosong	3	Negatif
allah tolong orang orang jahat	3	Positif
saran mending jahat kuat	3	Negatif
susah jahat pengin renti butuh duit	3	Negatif
allah moga lingkung nyaman jahat amin tolong mudah allah	3	Positif
kucil keluarga jahat tipu rekan putus juang fokus resin	3	Positif
bantu jahat banget banget salah salah sepenuh dinamika partner bikin enek perut banget gara sayang uang	3	Positif
gara-gara jahat cari muka teman kayak kayak	3	Negatif
hati badminton kasihan jahat laku suka enak nyaman bikin suka biar jebak main	3	Positif
sadar lingkung jahat jalan	3	Negatif
kawan orang limit orang jahat kawan langsung kawan	3	Netral
cewek jahat katai rekan balas loker wajar abai orang kayak	3	Negatif
bingung banget pilih jahat	3	Negatif
guru sertifikasi ajar rebut akibat suasana jahat	3	Positif
jahat banget	3	Netral
semenjak jahat gampang sakit	3	Negatif
jemput teman jahat minus pagi malam lingkung palugada sesuai porsi	3	Negatif
jahat	3	Negatif
sabar jahat	3	Netral
aduh kocak banget ketawa kantor seru maaf trauma jahat habis	3	Positif
jahat bang pandai	3	Negatif
kali lingkung jahat surat	3	Negatif
bilang jahat omong doang gampang orang rasai moga rasai lingkung jahat kontrak besok makan	3	Positif
bodo anjir bolos dasar jahat sono mending	3	Negatif
kasihan kantor jahat term tenaga kantor salah jaga kantor nilai kantor jujur	3	Positif
kuna jahat kuna	3	Negatif
cina jahat orang takut jahat rana takut jahat orang muda	3	Negatif
jahat kwanza jahat bana	3	Negatif
